Modulo,Tabela,Descricao_Tabela,Coluna,Tipo,Eh_Chave_Primaria,Tabela_Relacionada (Chave Estrangeira),Observacoes
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_FONE_2","varchar(20)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_CONSUMIDOR_FINAL","bit(1)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","X32_ID","int(4)","NAO","X32",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_VALOR_APROX_TRIBUTOS","numeric(9)","NAO","","Campo monetário"
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_VALOR_ICMS_FCP_PARTILHA","numeric(9)","NAO","","Campo monetário"
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_VALOR_ICMS_FCP_ST_RETIDO","numeric(9)","NAO","","Campo monetário"
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_NF","int(4)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_PARTILHA_ICMS_INTERESTADUAL","numeric(9)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_BASE_CONTROLE_1","numeric(9)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_OBS_INTERNA","varchar(-1)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_BASE_CONTROLE_2","numeric(9)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R8_ID","int(4)","NAO","R8",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_OBS_NF","varchar(-1)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","N47_ID_1","int(4)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","N3_ID","int(4)","NAO","N3",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_FONE_3","varchar(20)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_DATA_EXPEDICAO","datetime(8)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","J9_ID","int(4)","NAO","J9",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_PERCENTUAL_DESCONTO","numeric(9)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_DESCONTO_MEDIO","numeric(9)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_BASE_COFINS","numeric(9)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_VALOR_COFINS","numeric(9)","NAO","","Campo monetário"
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_BASE_PIS","numeric(9)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_VALOR_PIS","numeric(9)","NAO","","Campo monetário"
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_ITENS","int(4)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_VALOR_CUSTO","numeric(9)","NAO","","Campo monetário"
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_DATA_FIM_EMBARQUE","datetime(8)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_DATA_CARREGAMENTO","datetime(8)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_DATA_PREVISAO_CARREGAMENTO","datetime(8)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_VALOR_DESCONTO_MEDIO","numeric(9)","NAO","","Campo monetário"
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_VALOR_RESIDUAL","numeric(9)","NAO","","Campo monetário"
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_NRO_DOCUMENTO","int(4)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_TIPO_REDESPACHO","varchar(20)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_TIPO","varchar(20)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_ID_1","int(4)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","A3_ID","int(4)","NAO","A3",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_DATA_RETORNO","datetime(8)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_DATA_REEMBARQUE","datetime(8)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","I11_ID","int(4)","NAO","I11",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","I57_ID","int(4)","NAO","I57",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","J35_ID","int(4)","NAO","J35",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_VL","int(4)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_CALCULO_AUTOMATICO_VOLUME","bit(1)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_CALCULO_AUTOMATICO_DUPLICATA","bit(1)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_CHAVE_NFE_REFERENCIADA","varchar(50)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_FINALIDADE","varchar(50)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_OBS_FINANCEIRAS","varchar(500)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_SITUACAO","varchar(50)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_DATA_RESTRICAO","datetime(8)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","RR1_ID","int(4)","NAO","RR1",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","RR1_ID_1","int(4)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","RR1_ID_2","int(4)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_BASE_IS","numeric(9)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_VALOR_IS","numeric(9)","NAO","","Campo monetário"
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_BASE_IBS_CBS","numeric(9)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_VALOR_CBS","numeric(9)","NAO","","Campo monetário"
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_VALOR_IBS_UF","numeric(9)","NAO","","Campo monetário"
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_VALOR_IBS_MUN","numeric(9)","NAO","","Campo monetário"
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_PRAZO_MEDIO","int(4)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_VALOR_IBS_CREDITO_PRESUMIDO","numeric(9)","NAO","","Campo monetário"
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_VALOR_IBS_UF_DIFERIMENTO","numeric(9)","NAO","","Campo monetário"
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_VALOR_IBS_UF_DEV_TRIB","numeric(9)","NAO","","Campo monetário"
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_VALOR_IBS_MUN_DIFERIMENTO","numeric(9)","NAO","","Campo monetário"
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_VALOR_IBS_MUN_DEV_TRIB","numeric(9)","NAO","","Campo monetário"
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_VALOR_CBS_CREDITO_PRESUMIDO","numeric(9)","NAO","","Campo monetário"
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_VALOR_CBS_DIFERIMENTO","numeric(9)","NAO","","Campo monetário"
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_VALOR_CBS_DEV_TRIB","numeric(9)","NAO","","Campo monetário"
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_VALOR_CBS_MONO","numeric(9)","NAO","","Campo monetário"
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_VALOR_IBS_MONO","numeric(9)","NAO","","Campo monetário"
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_VALOR_CBS_MONO_RETIDO","numeric(9)","NAO","","Campo monetário"
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_VALOR_IBS_MONO_RETIDO","numeric(9)","NAO","","Campo monetário"
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_VALOR_CBS_MONO_RETENCAO","numeric(9)","NAO","","Campo monetário"
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_VALOR_IBS_MONO_RETENCAO","numeric(9)","NAO","","Campo monetário"
"Estoque / Produtos","R13","Tabela do Sistema Petrus","RM11_ID","int(4)","NAO","RM11",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_MARGEM_CONTRIBUICAO","numeric(9)","NAO","",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R35_ID","int(4)","NAO","R35",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R38_ID","int(4)","NAO","R38",""
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_VALOR_ENTRADA","numeric(9)","NAO","","Campo monetário"
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_VALOR_SALDO","numeric(9)","NAO","","Campo monetário"
"Estoque / Produtos","R13","Tabela do Sistema Petrus","R13_OBS_REDESPACHO","varchar(-1)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_ID","int(4)","SIM","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","S1_ID","int(4)","NAO","S1",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_NOME","varchar(300)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_BAIRRO","varchar(100)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_CAIXA_POSTAL","varchar(10)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R35_ID","int(4)","NAO","R35",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_CEP","varchar(15)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","X4_ID","int(4)","NAO","X4",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","X6_ID","int(4)","NAO","X6",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_CNPJ_CPF","varchar(20)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_COMPLEMENTO","varchar(100)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","N47_ID","int(4)","NAO","N47",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_DATA_ABERTURA","datetime(8)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_DATA_BLOQUEIO","datetime(8)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_DESCONTO","numeric(9)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_FRETE","varchar(15)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R38_ID","int(4)","NAO","R38",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_IE_RG","varchar(20)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_INSCRICAO_MUNICIPAL","varchar(20)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_LIMITE_CREDITO","numeric(9)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_LOGRADOURO","varchar(200)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","X13_ID","int(4)","NAO","X13",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_NOME_FANTASIA","varchar(300)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_NUMERO","varchar(50)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_OBS","varchar(-1)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","X9_ID","int(4)","NAO","X9",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","N49_ID","int(4)","NAO","N49",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","X10_ID","int(4)","NAO","X10",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","X25_ID","int(4)","NAO","X25",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_RISCO","varchar(15)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_STATUS","varchar(20)","NAO","","Máquina de estados (Aberto, Fechado, etc)"
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_SUFRAMA","varchar(50)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R43_ID","int(4)","NAO","R43",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_TIPO","varchar(20)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_TIPO_FATURAMENTO","varchar(15)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_TIPO_PESSOA","varchar(10)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","J2_ID","int(4)","NAO","J2",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","X12_ID","int(4)","NAO","X12",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R4_ID","int(4)","NAO","R4",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_SELECIONE","bit(1)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_DATA_INCLUSAO","datetime(8)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_DATA_ALTERACAO","datetime(8)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_EMAIL","varchar(500)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_FONE_1","varchar(20)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_FONE_2","varchar(20)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_CONTATO","varchar(50)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","J40_ID_1","int(4)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","J40_ID","int(4)","NAO","J40",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","X26_ID","int(4)","NAO","X26",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_IE_ISENTO","bit(1)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","J2_ID_1","int(4)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","N49_ID_1","int(4)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_CONSUMIDOR_FINAL","bit(1)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","N47_ID_1","int(4)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_FONE_3","varchar(20)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","X40_ID","int(4)","NAO","X40",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_MEI","bit(1)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_SIMPLES_NACIONAL","bit(1)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_DATA_OPCAO_MEI","datetime(8)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_DATA_OPCAO_SIMPLES","datetime(8)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_ICMS_ISENTO","bit(1)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_IPI_ISENTO","bit(1)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_SUFRAMA_HABILITADO","bit(1)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","X41_ID","int(4)","NAO","X41",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","X42_ID","int(4)","NAO","X42",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_DATA_INATIVACAO","datetime(8)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_DATA_REATIVACAO","datetime(8)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_IE_HABILITADO","bit(1)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_DATA_ANALISE","datetime(8)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_USUARIO_ANALISE","varchar(50)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_CODIGO","int(4)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_DATA_SERASA","datetime(8)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_DATA_CENPROT","datetime(8)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_STATUS_ANALISE","varchar(50)","NAO","","Máquina de estados (Aberto, Fechado, etc)"
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_STATUS_SERASA","varchar(50)","NAO","","Máquina de estados (Aberto, Fechado, etc)"
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_STATUS_CENPROT","varchar(50)","NAO","","Máquina de estados (Aberto, Fechado, etc)"
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_QUADRO_SOCIETARIO","varchar(-1)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_CNPJ_MAPEAMENTO","varchar(30)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_LIBERAR_CONTAS_VENCIDAS","bit(1)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_FACEBOOK","varchar(200)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_INSTAGRAM","varchar(200)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_LINKEDIN","varchar(200)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_WEBSITE","varchar(200)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_TIKTOK","varchar(200)","NAO","",""
"Comercial / Vendas / Compras","R2","Pedidos de Venda (Cabeçalho)","R2_EXPORTACAO","bit(1)","NAO","",""
"Comercial / Vendas / Compras","R35","Tabela do Sistema Petrus","R35_ID","int(4)","SIM","",""
"Comercial / Vendas / Compras","R35","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Comercial / Vendas / Compras","R35","Tabela do Sistema Petrus","R35_DESCRICAO","varchar(50)","NAO","",""
"Comercial / Vendas / Compras","R35","Tabela do Sistema Petrus","R35_SELECIONE","bit(1)","NAO","",""
"Comercial / Vendas / Compras","R35","Tabela do Sistema Petrus","R35_DATA_INCLUSAO","datetime(8)","NAO","",""
"Comercial / Vendas / Compras","R35","Tabela do Sistema Petrus","R35_DATA_ALTERACAO","datetime(8)","NAO","",""
"Comercial / Vendas / Compras","R35","Tabela do Sistema Petrus","R35_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Comercial / Vendas / Compras","R35","Tabela do Sistema Petrus","R35_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Comercial / Vendas / Compras","R38","Tabela do Sistema Petrus","R38_ID","int(4)","SIM","",""
"Comercial / Vendas / Compras","R38","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Comercial / Vendas / Compras","R38","Tabela do Sistema Petrus","R38_DESCRICAO","varchar(300)","NAO","",""
"Comercial / Vendas / Compras","R38","Tabela do Sistema Petrus","R38_SELECIONE","bit(1)","NAO","",""
"Comercial / Vendas / Compras","R38","Tabela do Sistema Petrus","R38_DATA_INCLUSAO","datetime(8)","NAO","",""
"Comercial / Vendas / Compras","R38","Tabela do Sistema Petrus","R38_DATA_ALTERACAO","datetime(8)","NAO","",""
"Comercial / Vendas / Compras","R38","Tabela do Sistema Petrus","R38_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Comercial / Vendas / Compras","R38","Tabela do Sistema Petrus","R38_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Comercial / Vendas / Compras","R38","Tabela do Sistema Petrus","R38_STATUS","varchar(50)","NAO","","Máquina de estados (Aberto, Fechado, etc)"
"Comercial / Vendas / Compras","R38","Tabela do Sistema Petrus","R38_DATA_BLOQUEIO","datetime(8)","NAO","",""
"Comercial / Vendas / Compras","R38","Tabela do Sistema Petrus","R38_DATA_REATIVACAO","datetime(8)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_ID","int(4)","SIM","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_TIPO","varchar(50)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_NOME","varchar(300)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_CNPJ_CPF","varchar(20)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_DATA_ABERTURA","datetime(8)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_IE_RG","varchar(20)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_INSCRICAO_MUNICIPAL","varchar(20)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_NOME_FANTASIA","varchar(50)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_TIPO_PESSOA","varchar(10)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_BAIRRO","varchar(100)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_CAIXA_POSTAL","varchar(10)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_CEP","varchar(15)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_COMPLEMENTO","varchar(100)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_LOGRADOURO","varchar(200)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_NUMERO","varchar(50)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_DATA_BLOQUEIO","datetime(8)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_OBS","varchar(-1)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_SELECIONE","bit(1)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_DATA_INCLUSAO","datetime(8)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_DATA_ALTERACAO","datetime(8)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_EMAIL","varchar(500)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_FONE_1","varchar(20)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_FONE_2","varchar(20)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_CONTATO","varchar(50)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","X12_ID","int(4)","NAO","X12",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","X4_ID","int(4)","NAO","X4",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","X9_ID","int(4)","NAO","X9",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","X10_ID","int(4)","NAO","X10",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_IE_ISENTO","bit(1)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_COMISSAO","numeric(9)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_COMISSIONAMENTO","varchar(50)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_FONE_3","varchar(20)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_STATUS","varchar(20)","NAO","","Máquina de estados (Aberto, Fechado, etc)"
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_EMITE_NFSE","bit(1)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","I5_ID","int(4)","NAO","I5",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_DATA_ULTIMO_FECHAMENTO","datetime(8)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_DATA_ULTIMO_PAGAMENTO","datetime(8)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_DATA_INATIVACAO","datetime(8)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_DATA_REATIVACAO","datetime(8)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_SALDO_ANTERIOR","numeric(9)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_SALDO_ATUAL","numeric(9)","NAO","",""
"Comercial / Vendas / Compras","R4","Tabela do Sistema Petrus","R4_VALOR_ULTIMO_FECHAMENTO","numeric(9)","NAO","","Campo monetário"
